1650307236715,1016.65234
1650307236747,1016.65234
1650307236788,1016.65234
1650307236823,1016.65234
1650307236863,1016.65234
1650307236902,1016.65234
1650307236938,1016.65234
1650307236977,1016.64996
1650307237019,1016.64996
1650307237055,1016.64996
1650307237095,1016.64996
1650307237134,1016.6937
1650307237178,1016.6937
1650307237218,1016.6937
1650307237263,1016.6937
1650307237296,1016.6641
1650307237334,1016.6641
1650307237370,1016.6641
1650307237406,1016.6641
1650307237441,1016.7662
1650307237484,1016.7662
1650307237519,1016.7662
1650307237559,1016.7662
1650307237601,1016.7123
1650307237643,1016.7123
1650307237675,1016.7123
1650307237715,1016.7123
1650307237755,1016.5861
1650307237802,1016.5861
1650307237838,1016.5861
1650307237875,1016.5861
1650307237914,1016.5861
1650307237943,1016.48175
1650307237991,1016.48175
1650307238033,1016.48175
1650307238075,1016.48175
1650307238115,1016.50433
1650307238142,1016.50433
1650307238177,1016.50433
1650307238223,1016.50433
1650307238268,1016.5414
1650307238309,1016.5414
1650307238350,1016.5414
1650307238384,1016.5414
1650307238428,1016.5626
1650307238468,1016.5626
1650307238505,1016.5626
1650307238544,1016.5626
1650307238586,1016.6047
1650307238627,1016.6047
1650307238666,1016.6047
1650307238695,1016.6047
1650307238712,1016.6104
1650307238754,1016.6104
1650307238794,1016.6104
1650307238836,1016.6104
1650307238879,1016.6249
1650307238911,1016.6249
1650307238945,1016.6249
1650307238985,1016.6249
1650307239022,1016.63666
1650307239059,1016.63666
1650307239099,1016.63666
1650307239140,1016.63666
1650307239180,1016.6434
1650307239224,1016.6434
1650307239259,1016.6434
1650307239292,1016.6434
1650307239337,1016.6434
1650307239360,1016.6518
1650307239400,1016.6518
