1650306794084,5.95813,-0.899704,7.1856537
1650306794097,5.4915314,-0.7537384,7.2669983
1650306794117,5.8576355,-0.7680969,7.130615
1650306794137,5.69014,-0.8901367,7.310074
1650306794161,5.458023,-0.82073975,7.3124695
1650306794176,5.481964,-0.5048828,7.3220367
1650306794195,5.4604187,-0.5048828,7.2550354
1650306794215,5.580063,-0.73698425,7.458435
1650306794235,5.7260284,-0.89730835,7.3962097
1650306794254,6.049057,-0.8757782,7.520645
1650306794275,5.9078827,-0.95951843,7.3411865
1650306794292,5.905487,-0.9667053,6.90329
1650306794312,6.008377,-1.0073853,6.3266296
1650306794332,5.8336945,-1.4428711,5.6039886
1650306794352,5.4340973,-2.2157593,5.785843
1650306794371,6.0562286,-2.120041,4.8382874
1650306794391,4.893326,-2.5459595,4.106079
1650306794409,4.943573,-3.2996979,3.328415
1650306794429,5.230713,-3.7040863,2.7876434
1650306794449,5.2259216,-4.2592316,3.3523407
1650306794469,7.417755,-5.2905273,3.6466675
1650306794487,8.662018,-5.9102783,2.7350006
1650306794509,10.1766815,-5.4221344,0.64367676
1650306794527,12.153152,-4.893326,0.5312042
1650306794546,12.765717,-4.565506,0.7680969
1650306794571,12.160324,-4.1156616,0.36131287
1650306794598,10.822739,-3.4049835,-0.098098755
1650306794611,10.217346,-2.9886322,-1.282547
1650306794643,10.482956,-2.7086792,-1.799408
1650306794649,9.923035,-2.2157593,-3.0197449
1650306794683,10.834702,-2.5244293,-3.254242
1650306794689,11.27977,-2.7230377,-3.974472
1650306794711,11.672195,-2.9288177,-4.1036835
1650306794726,11.559723,-3.500702,-4.4362946
1650306794757,16.826324,-2.7134552,-12.222534
1650306794768,17.89592,-0.44506836,-11.188843
1650306794786,16.051056,-4.0701904,-8.295914
1650306794803,15.184845,-8.123627,-5.97966
1650306794829,12.569504,-8.721832,-6.455841
1650306794844,10.39682,-8.336594,-6.300308
1650306794869,12.373291,-7.8436737,-7.3531494
1650306794885,11.499908,-5.3694916,-9.348755
1650306794909,15.242279,-5.005783,-11.325226
1650306794921,15.775879,-7.142578,-6.845871
1650306794943,13.579269,-9.265015,-4.840683
1650306794962,15.984055,-7.4895325,-9.296112
1650306794990,14.333008,-4.2305145,-6.7333984
1650306795002,9.430115,-4.0462646,-7.0157623
1650306795019,10.619354,-4.656433,-8.805588
1650306795040,10.470993,-3.8763733,-6.7381897
1650306795068,12.131607,-3.242279,-4.2113647
1650306795083,13.770691,-2.1176453,-2.5244293
1650306795109,15.168106,-0.38046265,-1.763504
1650306795122,15.653839,1.6223297,-2.273178
1650306795152,14.670395,2.8259277,-1.7324066
1650306795168,11.791824,3.1824493,0.9690857
1650306795196,8.398804,3.180069,3.2805634
1650306795209,5.7643127,2.979065,4.137192
1650306795236,4.2065887,3.151352,4.3956146
1650306795248,2.0027924,3.7543335,4.8670044
1650306795268,-0.50727844,4.651642,3.940979
1650306795277,-2.2468567,4.9483643,3.6418762
1650306795300,-4.369293,4.857437,3.6514435
1650306795313,-7.5469666,4.393219,4.3860474
1650306795340,-11.56929,3.7040863,6.0873413
1650306795359,-13.727631,4.010376,7.405792
1650306795386,-17.058426,3.5796661,8.997009
1650306795402,-22.439896,1.0791626,10.485352
1650306795429,-18.843475,-3.7998047,12.725037
1650306795444,-22.425537,-4.3860474,12.842285
1650306795470,-24.095718,-6.55394,16.802399
1650306795480,-27.132217,-15.294922,17.414963
1650306795498,-32.29593,-29.517868,18.092133
1650306795509,-29.950958,-33.480377,18.764511
1650306795526,-18.228516,-44.91089,21.066406
1650306795546,3.4671936,-67.42975,18.754944
1650306795570,33.628723,-63.507904,6.3385925
1650306795589,49.469223,-42.532425,-1.5696869
1650306795613,38.53163,-21.542587,4.893326
1650306795625,20.085358,-17.180466,5.6039886
1650306795644,-39.57968,-67.00383,12.679565
1650306795664,-13.552948,-53.23552,18.33142
1650306795682,-9.020935,-63.230347,7.4895325
1650306795705,-5.9126587,-68.006424,-2.2468567
1650306795719,4.1802673,-69.099945,-22.49971
1650306795740,7.0899353,-50.86902,-32.30072
1650306795768,5.551346,-36.196228,-27.139389
1650306795786,5.6063843,-31.293335,-19.257431
1650306795813,4.792816,-34.693542,-9.915863
1650306795827,1.529007,-40.352554,-8.030319
1650306795860,2.2133636,-38.87619,-2.4502563
1650306795875,1.3304138,-32.23372,-2.531601
1650306795903,-0.78245544,-26.541183,-6.4127655
1650306795930,0.5407715,-23.105103,-7.463211
1650306795943,-1.7371826,-17.400604,-5.2163544
1650306795971,0.27757263,-13.648666,-8.563919
1650306795984,-6.6305084,-12.229721,-11.155334
1650306796009,-10.083359,-10.454239,-8.551941
1650306796022,-5.871994,-9.662216,-5.974884
1650306796043,-0.92123413,-10.145569,-5.4317017
1650306796056,-0.114852905,-10.317856,-4.610962
1650306796079,0.088531494,-10.569092,-3.8189392
1650306796091,1.6630096,-10.564316,-3.6394806
1650306796117,3.0628204,-9.442078,-3.5461578
1650306796129,3.653839,-8.456238,-2.5005035
1650306796159,2.9934235,-8.941986,-1.9740753
1650306796172,1.9549408,-10.327423,-1.8520508
1650306796198,2.3186493,-11.38266,-0.8063812
1650306796211,2.629715,-11.892334,0.5264282
1650306796242,2.658432,-12.679565,1.3016968
1650306796251,3.900299,-14.153549,2.096115
1650306796274,4.778473,-14.797211,2.6033936
1650306796285,4.4027863,-14.187042,3.4360962
1650306796313,3.9960175,-13.651047,4.051056
1650306796327,4.0247345,-13.471588,4.3166504
1650306796356,3.5700989,-12.897308,3.5892334
1650306796372,3.385849,-12.617355,2.1990051
1650306796405,4.256836,-13.021744,1.907074
1650306796420,4.9866486,-12.949951,1.385437
1650306796452,8.228912,-12.5336,-0.59580994
1650306796468,4.9387817,-11.89711,-0.21296692
1650306796492,5.7332,-12.239288,-0.13639832
1650306796506,6.5611267,-12.880569,1.6749725
1650306796524,5.85524,-11.7391815,1.6414795
1650306796533,5.637497,-11.665009,2.313858
1650306796555,5.0321045,-10.82753,1.1246338
1650306796566,5.379059,-10.226929,1.4715881
1650306796585,5.8002014,-10.076172,1.9525452
1650306796598,5.7427673,-9.978073,2.1320038
1650306796625,5.577667,-9.49472,2.2037964
1650306796639,5.946167,-8.788834,2.4502563
1650306796666,6.5395813,-7.8388824,1.964508
1650306796679,6.908081,-7.022934,2.170288
1650306796699,6.501297,-6.2189484,2.2636108
1650306796709,6.879364,-5.89592,2.5866394
1650306796720,7.6785736,-5.7667084,2.5052795
1650306796740,7.578064,-4.97229,2.6536407
1650306796757,7.130615,-3.3308105,2.1966095
1650306796777,7.523041,-2.967102,2.3306122
1650306796802,7.195221,-3.1202393,3.000595
1650306796819,6.5611267,-2.7278137,3.871582
1650306796844,6.4127655,-1.7898254,4.0701904
1650306796858,6.9391785,-1.3375854,4.474579
1650306796881,6.8530426,-1.8209381,5.5537415
1650306796895,6.2476654,-1.6701965,5.6566315
1650306796923,6.2596283,-1.0001984,5.4556427
1650306796936,5.58963,-0.64845276,5.469986
1650306796963,4.902893,-0.114852905,5.79541
1650306796975,5.517853,0.093322754,6.4654083
1650306797001,4.6492615,0.035888672,5.6327057
1650306797012,5.517853,-0.3014984,5.601593
1650306797041,5.5250244,-0.08375549,6.8004
1650306797053,5.103897,0.40678406,6.5970154
1650306797080,5.436493,0.29193115,6.6807556
1650306797093,5.950943,0.06700134,6.9152527
1650306797119,6.41037,0.098098755,7.3005066
1650306797132,6.2979126,-0.033493042,7.0779724
1650306797158,6.4008026,-0.3254242,7.216751
1650306797184,6.723831,-0.18664551,7.0468597
1650306797199,6.65683,0.6029968,7.372284
1650306797224,6.7716827,0.95474243,7.137787
1650306797236,7.2311096,1.2538452,6.908081
1650306797259,7.113861,1.5409851,6.525223
1650306797269,6.948761,1.5792694,6.7669067
1650306797293,6.5348053,1.2107697,6.977478
1650306797304,6.439087,0.9714813,7.1066895
1650306797328,6.75972,1.1676941,7.176071
1650306797346,6.6592255,1.3351898,7.4153595
1650306797379,6.541977,1.036087,8.035095
1650306797393,6.1327972,0.77049255,7.5924225
1650306797413,5.4556427,0.825531,7.8556366
1650306797417,6.4319153,1.3016968,7.0995026
1650306797434,6.960724,1.4739838,7.4249268
1650306797454,6.989441,0.6269226,7.5086823
1650306797473,5.991623,0.51924133,6.948761
1650306797493,5.8983154,1.1916199,7.030121
