1650307532602,1016.54254
1650307532636,1016.5375
1650307532675,1016.5375
1650307532713,1016.5375
1650307532752,1016.5375
1650307532789,1016.5442
1650307532828,1016.5442
1650307532867,1016.5442
1650307532908,1016.5442
1650307532943,1016.5509
1650307532981,1016.5509
1650307533020,1016.5509
1650307533059,1016.5509
1650307533102,1016.54584
1650307533138,1016.54584
1650307533177,1016.54584
1650307533221,1016.54584
1650307533253,1016.5391
1650307533293,1016.5391
1650307533336,1016.5391
1650307533373,1016.5391
1650307533413,1016.5156
1650307533447,1016.5156
1650307533493,1016.5156
1650307533537,1016.5156
1650307533574,1016.4797
1650307533612,1016.4797
1650307533648,1016.4797
1650307533686,1016.4797
1650307533732,1016.4797
1650307533776,1016.55695
1650307533818,1016.55695
1650307533855,1016.55695
1650307533879,1016.55695
1650307533914,1016.53845
1650307533952,1016.53845
1650307533996,1016.53845
1650307534035,1016.53845
1650307534077,1016.5334
1650307534116,1016.5334
1650307534157,1016.5334
1650307534196,1016.5334
1650307534232,1016.51996
1650307534255,1016.51996
1650307534292,1016.51996
1650307534334,1016.51996
1650307534375,1016.49713
1650307534410,1016.49713
1650307534454,1016.49713
1650307534493,1016.49713
1650307534530,1016.50885
1650307534566,1016.50885
1650307534602,1016.50885
1650307534648,1016.50885
1650307534688,1016.519
1650307534727,1016.519
1650307534761,1016.519
1650307534807,1016.519
1650307534855,1016.5173
1650307534893,1016.5173
1650307534915,1016.5173
1650307534950,1016.5173
1650307534987,1016.5173
1650307535037,1016.52496
1650307535075,1016.52496
1650307535100,1016.52496
1650307535138,1016.52496
1650307535172,1016.51996
1650307535211,1016.51996
1650307535251,1016.51996
1650307535287,1016.51996
1650307535325,1016.51324
1650307535365,1016.51324
1650307535403,1016.51324
1650307535442,1016.51324
1650307535485,1016.5216
1650307535520,1016.5216
1650307535559,1016.5216
1650307535603,1016.5216
1650307535640,1016.5407
1650307535672,1016.5407
1650307535710,1016.5407
