1650305141686,1016.9405
1650305141720,1016.9405
1650305141762,1016.9405
1650305141801,1016.9405
1650305141838,1016.9445
1650305141877,1016.9445
1650305141918,1016.9445
1650305141954,1016.9445
1650305141989,1016.936
1650305142028,1016.936
1650305142066,1016.936
1650305142104,1016.936
1650305142143,1016.936
1650305142183,1017.02423
1650305142223,1017.02423
1650305142262,1017.02423
1650305142303,1017.02423
1650305142338,1016.98956
1650305142374,1016.98956
1650305142415,1016.98956
1650305142454,1016.98956
1650305142491,1016.9217
1650305142532,1016.9217
1650305142577,1016.9217
1650305142607,1016.9217
1650305142648,1016.88605
1650305142698,1016.88605
1650305142745,1016.88605
1650305142781,1016.88605
1650305142803,1016.88776
1650305142846,1016.88776
1650305142894,1016.88776
1650305142938,1016.88776
1650305142979,1016.8589
1650305143014,1016.8589
1650305143049,1016.8589
1650305143075,1016.8589
1650305143114,1017.0506
1650305143157,1017.0506
1650305143199,1017.0506
1650305143231,1017.0506
1650305143264,1016.8666
1650305143305,1016.8666
1650305143353,1016.8666
1650305143407,1016.8666
1650305143441,1016.87054
1650305143471,1016.87054
1650305143500,1016.87054
1650305143537,1016.87054
1650305143578,1016.8621
1650305143628,1016.8621
1650305143661,1016.8621
1650305143691,1016.8621
1650305143732,1016.8621
1650305143775,1016.9079
1650305143809,1016.9079
1650305143852,1016.9079
1650305143892,1016.9079
1650305143932,1016.8791
1650305143960,1016.8791
1650305144005,1016.8791
1650305144045,1016.8791
1650305144088,1016.8655
1650305144127,1016.8655
1650305144165,1016.8655
1650305144197,1016.8655
1650305144239,1016.8698
1650305144266,1016.8698
1650305144300,1016.8698
1650305144344,1016.8698
1650305144386,1016.87994
1650305144425,1016.87994
1650305144456,1016.87994
1650305144496,1016.87994
1650305144535,1016.8975
1650305144580,1016.8975
1650305144624,1016.8975
1650305144667,1016.8975
1650305144693,1016.92975
1650305144722,1016.92975
1650305144765,1016.92975
1650305144795,1016.92975
1650305144833,1016.9799
1650305144873,1016.9799
1650305144909,1016.9799
